fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
5.6,0.41,0.24,0.0,0.034,0.0,0.0,0.98815,3.32,0.5,13.5
8.2,0.26,0.44,0.0,0.046,0.0,0.0,0.9944,3.14,0.62,10.2
6.45,0.14,0.42,0.0,0.05,2.0,1.0,0.99116,3.27,0.69,11.1
7.7,0.44,0.24,2.0,0.031,1.0,2.0,0.9948,3.12,0.43,11.3
5.6,0.235,0.29,0.0,0.047,1.0,1.0,0.991,3.34,0.5,11.0
8.5,0.2,0.4,0.0,0.046,1.0,1.0,0.99194,3.0,0.35,10.5
7.0,0.16,0.26,1.0,0.047,1.0,3.0,0.99622,3.38,0.58,10.1
5.0,0.44,0.04,3.0,0.039,1.0,1.0,0.9985,3.37,0.57,10.2
5.6,0.18,0.58,0.0,0.034,1.0,1.0,0.98984,3.51,0.6,12.0
7.4,0.29,0.5,0.0,0.042,1.0,1.0,0.9937,3.45,0.5,10.2
7.6,0.3,0.4,0.0,0.054000000000000006,1.0,2.0,0.99445,3.19,0.53,9.8
7.3,0.4,0.26,1.0,0.016,0.0,0.0,0.98951,2.84,0.54,13.2
6.7,0.21,0.48,3.0,0.05,1.0,3.0,0.99942,2.95,0.75,8.8
7.4,0.41,0.66,2.0,0.051,3.0,3.0,0.9976,3.05,0.46,8.7
6.9,0.18,0.33,0.0,0.054000000000000006,0.0,2.0,0.9926,3.42,0.51,10.5
6.8,0.46,0.26,1.0,0.147,2.0,2.0,0.99434,3.14,0.47,10.0
6.3,0.17,0.23,1.0,0.048,2.0,2.0,0.99382,3.08,0.54,10.0
6.4,0.23,0.35,1.0,0.039,2.0,2.0,0.99216,3.18,0.4,11.0
7.2,0.34,0.3,1.0,0.051,1.0,2.0,0.99756,3.48,0.62,9.7
5.9,0.19,0.26,1.0,0.034,1.0,1.0,0.995,3.49,0.42,10.1
6.8,0.28,0.36,0.0,0.04,0.0,0.0,0.9924,3.23,0.66,10.3
6.2,0.53,0.02,0.0,0.035,0.0,0.0,0.99234,3.24,0.35,9.5
6.5,0.26,0.27,2.0,0.044,3.0,3.0,0.9967,3.17,0.43,10.0
7.8,0.3,0.29,3.0,0.054000000000000006,0.0,1.0,0.9998,3.16,0.38,9.0
7.9,0.18,0.33,0.0,0.033,0.0,0.0,0.9922,3.12,0.38,10.5
8.4,0.35,0.71,2.0,0.046,0.0,2.0,0.9982,2.98,0.65,9.4
7.3,0.51,0.29,2.0,0.034,3.0,3.0,0.99683,3.14,0.56,9.5
6.6,0.22,0.23,3.0,0.047,1.0,1.0,0.99906,3.08,0.46,8.8
6.5,0.13,0.27,0.0,0.035,1.0,0.0,0.9914,3.21,0.76,11.333333333333302
6.3,0.19,0.33,2.0,0.063,3.0,1.0,0.99561,2.86,0.41,9.1
7.4,0.16,0.3,2.0,0.056,1.0,2.0,0.99825,2.9,0.44,8.7
6.5,0.17,0.31,0.0,0.041,1.0,1.0,0.99092,3.06,0.46,10.5
7.3,0.28,0.54,2.0,0.049,3.0,2.0,0.9984,3.06,0.45,9.1
7.3,0.23,0.37,0.0,0.041,2.0,2.0,0.9908,3.26,0.4,12.2
6.5,0.22,0.19,0.0,0.064,1.0,3.0,0.99297,3.05,0.5,9.5
6.6,0.23,0.3,1.0,0.06,1.0,2.0,0.99142,3.23,0.49,12.2
6.6,0.24,0.38,2.0,0.034,0.0,0.0,0.99386,3.1,0.57,12.9
6.9,0.21,0.33,0.0,0.056,1.0,1.0,0.9938,3.63,0.78,10.3
7.9,0.17,0.32,0.0,0.053,2.0,2.0,0.9948,3.29,0.76,9.6
7.9,0.46,0.4,2.0,0.168,0.0,2.0,0.99782,3.06,0.62,9.5
7.2,0.27,0.42,0.0,0.05,1.0,1.0,0.992,2.94,0.46,11.0
6.2,0.24,0.27,0.0,0.039,1.0,1.0,0.98959,3.12,0.37,12.8
6.4,0.29,0.28,2.0,0.063,3.0,2.0,0.9973,2.89,0.57,9.0
8.0,0.2,0.36,0.0,0.032,0.0,0.0,0.9921,3.08,0.37,10.4
6.0,0.28,0.34,0.0,0.119,1.0,1.0,0.9921,3.19,0.38,10.2
6.3,0.25,0.22,0.0,0.048,1.0,2.0,0.99256,3.16,0.5,10.5
6.4,0.35,0.28,2.0,0.039,0.0,1.0,0.99539,3.2,0.43,10.6
6.8,0.19,0.71,3.0,0.042,0.0,1.0,0.99784,2.85,0.5,9.5
8.9,0.27,0.28,0.0,0.024,1.0,1.0,0.98984,3.01,0.35,12.4
7.2,0.23,0.25,3.0,0.085,0.0,1.0,1.00044,3.1,0.51,8.7
6.4,0.25,0.57,0.0,0.062,0.0,1.0,0.99238,3.0,0.4,9.5
6.2,0.27,0.43,1.0,0.056,2.0,3.0,0.9956,3.1,0.51,9.0
5.8,0.26,0.29,0.0,0.042,1.0,0.0,0.99044,3.36,0.48,11.4
7.0,0.35,0.3,1.0,0.028,1.0,0.0,0.9936,3.4,0.42,11.4
6.0,0.32,0.3,0.0,0.033,1.0,1.0,0.98912,3.29,0.42,12.8
6.9,0.19,0.35,2.0,0.038,2.0,1.0,0.99546,3.0,0.63,10.7
6.6,0.26,0.36,0.0,0.035,2.0,1.0,0.99094,3.01,0.63,11.4
6.8,0.26,0.44,1.0,0.046,2.0,2.0,0.99584,3.2,0.51,9.4
6.2,0.33,0.27,1.0,0.036000000000000004,1.0,1.0,0.9927,3.2,0.42,10.4
6.4,0.33,0.31,1.0,0.048,2.0,2.0,0.9951,3.19,0.66,9.3
6.2,0.22,0.2,3.0,0.035,3.0,2.0,1.00022,3.11,0.53,9.0
6.7,0.13,0.28,0.0,0.046,1.0,1.0,0.9927,3.33,0.33,10.1
6.4,0.22,0.49,1.0,0.054000000000000006,2.0,2.0,0.9948,3.27,0.52,10.1
6.4,0.3,0.27,1.0,0.055,0.0,1.0,0.9925,3.23,0.44,12.2
7.6,0.2,0.26,1.0,0.086,1.0,1.0,0.9963,3.15,0.42,9.2
8.8,0.33,0.36,0.0,0.034,0.0,1.0,0.99166,2.96,0.98,12.7
5.2,0.185,0.22,0.0,0.03,2.0,1.0,0.99218,3.55,0.44,10.15
6.6,0.28,0.09,2.0,0.051,1.0,1.0,0.99566,2.93,0.62,9.5
6.2,0.36,0.38,0.0,0.031,0.0,0.0,0.98956,3.06,0.33,12.0
8.2,0.21,0.32,2.0,0.053,2.0,2.0,0.9972,3.17,0.48,10.2
6.4,0.25,0.33,0.0,0.037000000000000005,1.0,1.0,0.99164,3.23,0.66,10.6
7.2,0.35,0.34,2.0,0.051,0.0,0.0,0.9944,3.13,0.39,11.5
6.9,0.31,0.32,0.0,0.024,0.0,2.0,0.99208,3.05,0.54,9.8
8.6,0.36,0.26,2.0,0.03,2.0,2.0,0.9948,3.03,0.49,12.0
6.8,0.19,0.33,1.0,0.047,2.0,1.0,0.99283,3.12,0.56,11.0
7.5,0.33,0.39,2.0,0.065,1.0,1.0,0.9974,3.16,0.39,9.4
7.5,0.25,0.32,1.0,0.024,2.0,3.0,0.99563,3.12,0.46,10.8
7.0,0.48,0.12,1.0,0.05,0.0,0.0,0.99398,2.86,0.35,9.0
6.0,0.27,0.19,0.0,0.02,0.0,1.0,0.9898,3.32,0.47,12.6
7.4,0.27,0.28,0.0,0.04,2.0,1.0,0.99043,3.02,0.4,11.9
6.4,0.3,0.36,0.0,0.052000000000000005,0.0,1.0,0.99273,3.38,0.53,10.5
6.6,0.26,0.38,1.0,0.17,3.0,3.0,0.9956,3.19,0.38,9.4
6.6,0.22,0.36,1.0,0.029,1.0,1.0,0.99206,3.2,0.47,11.8
5.9,0.23,0.24,0.0,0.037000000000000005,1.0,1.0,0.99076,3.21,0.51,11.4
8.2,0.4,0.48,2.0,0.042,3.0,2.0,0.9986,3.1,0.52,9.4
6.4,0.25,0.32,2.0,0.038,3.0,3.0,0.99573,3.14,0.5,10.2
6.8,0.19,0.33,1.0,0.047,2.0,1.0,0.99283,3.12,0.56,11.0
6.3,0.27,0.38,0.0,0.051,0.0,1.0,0.9926,3.45,0.5,10.5
5.1,0.3,0.3,0.0,0.048,1.0,2.0,0.98944,3.29,0.46,12.2
6.0,0.28,0.27,0.0,0.046,2.0,2.0,0.99126,3.27,0.56,11.6
6.5,0.13,0.27,0.0,0.035,1.0,0.0,0.9914,3.21,0.76,11.333333333333302
6.6,0.085,0.33,0.0,0.036000000000000004,0.0,1.0,0.99306,3.27,0.61,9.5
8.2,0.18,0.49,0.0,0.033,1.0,0.0,0.9923,3.0,0.68,10.4
5.9,0.28,0.34,0.0,0.04,2.0,3.0,0.9912,3.31,0.52,11.6
7.1,0.44,0.23,1.0,0.035,0.0,0.0,0.99062,3.15,0.57,13.2
7.1,0.21,0.37,0.0,0.026,0.0,0.0,0.9903,3.15,0.38,11.4
6.4,0.125,0.36,0.0,0.044,0.0,0.0,0.99014,3.15,0.5,11.7
6.6,0.31,0.28,0.0,0.035,1.0,1.0,0.98836,3.0,0.4,13.2
5.0,0.29,0.54,1.0,0.035,2.0,2.0,0.98976,3.27,0.34,12.9
6.8,0.37,0.67,0.0,0.175,0.0,0.0,0.99244,3.06,0.56,10.3
6.8,0.31,0.42,1.0,0.046,2.0,2.0,0.9958,3.19,0.46,9.0
6.6,0.32,0.47,3.0,0.063,1.0,2.0,0.99872,3.18,0.56,9.0
7.0,0.23,0.36,1.0,0.028,1.0,1.0,0.9922,3.35,0.47,12.1
5.6,0.35,0.4,1.0,0.022,0.0,2.0,0.9922,3.54,0.5,11.6
6.9,0.33,0.26,1.0,0.027000000000000003,2.0,1.0,0.9924,3.25,0.43,11.2
7.9,0.33,0.28,3.0,0.053,1.0,2.0,1.0103,3.15,0.38,8.8
5.6,0.34,0.25,0.0,0.046,2.0,2.0,0.99093,3.21,0.4,11.3
6.5,0.16,0.34,0.0,0.029,1.0,1.0,0.99108,3.33,0.64,11.5
6.9,0.28,0.41,0.0,0.016,0.0,0.0,0.98876,3.16,0.4,13.4
6.4,0.22,0.34,0.0,0.057,1.0,1.0,0.9959,3.81,0.57,10.3
5.0,0.24,0.19,1.0,0.043,0.0,0.0,0.99438,3.67,0.57,10.0
7.0,0.2,0.37,0.0,0.03,0.0,1.0,0.9932,3.28,0.61,10.2
8.4,0.35,0.56,2.0,0.048,2.0,3.0,0.9993,3.07,0.58,9.4
8.6,0.23,0.46,0.0,0.054000000000000006,0.0,0.0,0.9941,2.95,0.49,9.1
6.4,0.15,0.36,0.0,0.034,2.0,2.0,0.9922,3.42,0.69,11.0
6.4,0.18,0.32,2.0,0.052000000000000005,0.0,0.0,0.9963,3.35,0.49,9.4
8.5,0.15,0.49,0.0,0.031,0.0,1.0,0.9932,3.03,0.4,10.3
5.6,0.205,0.16,2.0,0.051,1.0,1.0,0.99564,3.4,0.38,10.8
5.6,0.12,0.33,0.0,0.044,0.0,0.0,0.98896,3.17,0.32,12.9
7.3,0.28,0.54,2.0,0.049,3.0,2.0,0.9984,3.06,0.45,9.1
7.0,0.44,0.24,2.0,0.056,3.0,3.0,0.99718,3.05,0.5,9.5
6.8,0.3,0.35,0.0,0.038,0.0,2.0,0.9912,3.09,0.53,12.0
6.6,0.285,0.49,2.0,0.035,3.0,1.0,0.99732,3.08,0.54,8.9
6.2,0.2,0.26,0.0,0.047,2.0,1.0,0.99158,3.48,0.6,11.0
6.7,0.44,0.31,0.0,0.03,1.0,1.0,0.99,3.29,0.62,12.6
7.1,0.2,0.36,2.0,0.042,2.0,1.0,0.997,2.92,0.59,9.5
7.9,0.29,0.31,1.0,0.034,1.0,2.0,0.9938,3.06,0.31,10.8
7.3,0.14,0.49,0.0,0.038,1.0,0.0,0.9928,3.2,0.72,10.6
6.8,0.36,0.24,1.0,0.039,0.0,1.0,0.9909,3.27,0.34,12.6
7.4,0.18,0.3,2.0,0.045,2.0,2.0,0.9966,3.11,0.57,9.7
7.1,0.22,0.32,3.0,0.056,2.0,2.0,0.9998,3.37,0.38,9.6
8.8,0.39,0.35,0.0,0.096,0.0,0.0,0.99016,2.95,0.54,12.6
6.4,0.33,0.24,2.0,0.041,1.0,1.0,0.9956,3.29,0.47,10.1
6.0,0.44,0.26,0.0,0.053,3.0,1.0,0.98982,3.22,0.39,12.7
7.0,0.17,0.37,1.0,0.025,1.0,1.0,0.9938,3.2,0.49,10.8
5.8,0.22,0.25,0.0,0.024,0.0,1.0,0.99234,3.37,0.58,10.4
6.8,0.23,0.39,3.0,0.053,3.0,3.0,0.9988,3.18,0.64,10.2
6.6,0.25,0.31,2.0,0.059,2.0,2.0,0.9984,3.51,0.47,9.8
6.7,0.24,0.35,2.0,0.05,3.0,3.0,0.997,3.15,0.5,9.5
6.6,0.17,0.3,0.0,0.031,0.0,0.0,0.99095,3.17,0.58,11.0
9.4,0.16,0.23,0.0,0.042,0.0,0.0,0.9942,3.07,0.32,9.5
5.8,0.27,0.27,2.0,0.045,2.0,2.0,0.9972,3.28,0.42,9.3
7.4,0.25,0.49,0.0,0.042,1.0,2.0,0.9917,3.13,0.55,11.3
6.2,0.33,0.29,0.0,0.042,0.0,1.0,0.9956,3.77,0.64,9.5
9.0,0.26,0.34,1.0,0.029,0.0,2.0,0.99497,3.08,0.5,10.6
6.5,0.22,0.31,0.0,0.046,0.0,1.0,0.99098,3.15,0.31,11.5
6.4,0.46,0.22,3.0,0.047,2.0,2.0,0.998275,3.39,0.6,10.5
4.8,0.65,0.12,0.0,0.013,0.0,0.0,0.99246,3.32,0.36,13.5
6.9,0.18,0.36,0.0,0.036000000000000004,1.0,1.0,0.9934,3.27,0.95,9.5
6.5,0.22,0.25,3.0,0.05,2.0,1.0,1.0001,3.3,0.37,8.8
7.3,0.19,0.27,2.0,0.057,2.0,2.0,0.99807,2.94,0.41,8.8
6.0,0.29,0.27,0.0,0.044,0.0,1.0,0.9895,3.31,0.41,12.7
6.5,0.23,0.2,1.0,0.05,2.0,2.0,0.99504,3.18,0.48,9.53333333333333
5.8,0.23,0.27,0.0,0.043,0.0,0.0,0.9933,3.38,0.31,9.4
6.0,0.29,0.21,0.0,0.055,2.0,2.0,0.9914,3.32,0.43,11.1
6.7,0.31,0.44,1.0,0.054000000000000006,1.0,2.0,0.9952,3.04,0.44,9.6
6.4,0.595,0.14,1.0,0.058,0.0,0.0,0.9951,3.38,0.36,9.0
7.1,0.26,0.34,2.0,0.067,1.0,3.0,0.9986,3.07,0.53,9.1
6.7,0.3,0.5,2.0,0.045,1.0,1.0,0.9974,3.04,0.53,8.9
6.1,0.17,0.28,1.0,0.033,2.0,2.0,0.9933,3.43,0.49,10.9
6.9,0.39,0.22,0.0,0.03,0.0,0.0,0.993,3.0,0.87,11.6
6.3,0.28,0.22,2.0,0.036000000000000004,1.0,2.0,0.99445,3.0,0.33,10.6
7.4,0.105,0.34,2.0,0.05,3.0,2.0,0.9973,3.16,0.37,9.0
7.4,0.23,0.38,1.0,0.052000000000000005,1.0,2.0,0.99534,3.06,0.46,10.3
7.4,0.21,0.27,0.0,0.041,1.0,0.0,0.9927,3.19,0.33,9.8
