fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
8.6,0.45,0.31,1.0,0.086,1.0,1.0,0.9982,3.37,0.91,9.9
11.9,0.38,0.49,1.0,0.098,0.0,1.0,1.0004,3.16,0.61,10.3
7.1,0.46,0.14,1.0,0.076,1.0,1.0,0.99624,3.36,0.49,10.7
12.4,0.42,0.49,2.0,0.073,1.0,1.0,0.9978,3.02,0.61,9.5
7.9,0.18,0.4,0.0,0.062,0.0,0.0,0.9941,3.28,0.7,11.1
8.4,0.52,0.22,1.0,0.084,0.0,0.0,0.99682,3.26,0.57,9.9
6.7,0.48,0.02,0.0,0.08,3.0,3.0,0.99524,3.1,0.53,9.7
7.2,0.635,0.07,1.0,0.077,1.0,3.0,0.99748,3.51,0.54,9.7
10.9,0.39,0.47,0.0,0.118,0.0,0.0,0.9982,3.3,0.75,9.8
8.0,0.48,0.34,0.0,0.073,1.0,0.0,0.9936,3.28,0.66,12.4
6.3,0.51,0.13,0.0,0.076,2.0,1.0,0.99574,3.42,0.75,11.0
7.0,0.49,0.49,2.0,0.06,2.0,4.0,0.9974,3.34,0.76,10.5
9.9,0.57,0.25,0.0,0.104,0.0,3.0,0.9963,3.04,0.9,10.1
9.0,0.4,0.41,0.0,0.058,1.0,1.0,0.99414,3.22,0.6,12.2
11.3,0.37,0.5,0.0,0.09,1.0,1.0,0.99734,3.15,0.57,10.5
7.6,0.79,0.21,0.0,0.087,1.0,2.0,0.9955,3.12,0.44,9.2
8.0,0.39,0.3,0.0,0.07400000000000001,2.0,3.0,0.99717,3.39,0.61,9.0
8.0,0.33,0.53,1.0,0.091,1.0,3.0,0.9976,3.37,0.8,9.6
10.6,0.42,0.48,1.0,0.065,0.0,0.0,0.9972,3.21,0.87,11.3
9.7,0.55,0.17,1.0,0.087,1.0,2.0,1.0004,3.14,0.61,9.4
7.3,0.45,0.36,2.0,0.07400000000000001,0.0,3.0,0.9978,3.33,0.83,10.5
9.2,0.56,0.18,0.0,0.078,0.0,0.0,0.99576,3.15,0.49,9.9
8.8,0.685,0.26,0.0,0.08800000000000001,1.0,0.0,0.99694,3.32,0.47,9.4
6.7,0.46,0.24,0.0,0.077,1.0,1.0,0.9948,3.39,0.6,10.6
7.6,0.36,0.31,0.0,0.079,2.0,2.0,0.99716,3.46,0.62,9.5
8.0,0.28,0.44,0.0,0.081,2.0,2.0,0.99501,3.36,0.66,11.2
12.6,0.39,0.49,1.0,0.08,0.0,0.0,0.9992,3.07,0.82,10.3
8.5,0.46,0.59,0.0,0.414,1.0,1.0,0.99702,3.03,1.34,9.2
7.1,0.69,0.04,0.0,0.068,1.0,0.0,0.99712,3.44,0.67,9.8
9.0,0.785,0.24,0.0,0.078,0.0,0.0,0.99692,3.29,0.67,10.0
7.4,0.36,0.34,0.0,0.075,1.0,1.0,0.9933,3.38,0.88,13.6
8.4,0.31,0.29,1.0,0.194,1.0,0.0,0.99536,3.22,0.78,12.0
7.7,0.41,0.76,0.0,0.611,0.0,1.0,0.9968,3.06,1.26,9.4
6.1,0.32,0.25,0.0,0.086,0.0,1.0,0.99464,3.36,0.44,10.1
6.9,0.56,0.03,0.0,0.086,3.0,1.0,0.99522,3.53,0.57,10.6
6.9,0.54,0.04,1.0,0.077,0.0,0.0,0.9987,3.69,0.91,9.4
7.3,0.49,0.1,1.0,0.068,0.0,0.0,0.99562,3.3,0.47,10.5
11.9,0.695,0.53,1.0,0.128,0.0,0.0,0.9992,3.17,0.84,12.2
8.8,0.47,0.49,1.0,0.085,1.0,3.0,0.9982,3.29,0.6,9.8
5.2,0.48,0.04,0.0,0.054000000000000006,1.0,3.0,0.9927,3.54,0.62,12.2
12.5,0.6,0.49,2.0,0.1,0.0,0.0,1.001,3.25,0.74,11.9
8.8,0.61,0.14,0.0,0.067,0.0,1.0,0.9969,3.19,0.59,9.5
7.0,0.43,0.02,0.0,0.08,1.0,0.0,0.99492,3.35,0.81,10.6
6.3,0.76,0.0,1.0,0.07200000000000001,2.0,2.0,0.99379,3.51,0.6,11.5
6.6,0.84,0.03,0.0,0.059,2.0,1.0,0.9952,3.52,0.56,12.3
9.0,0.46,0.23,1.0,0.092,2.0,3.0,0.9983,3.1,0.56,9.2
8.1,0.545,0.18,0.0,0.08,1.0,1.0,0.9972,3.3,0.59,9.0
6.4,0.36,0.21,0.0,0.047,2.0,1.0,0.99661,3.47,0.77,9.7
10.6,0.36,0.57,0.0,0.087,0.0,0.0,0.99676,3.14,0.72,11.1
7.1,0.6,0.0,0.0,0.07400000000000001,1.0,1.0,0.9972,3.47,0.7,9.9
9.8,0.66,0.39,1.0,0.083,1.0,2.0,0.9989,3.37,0.71,11.5
11.5,0.31,0.51,0.0,0.079,1.0,0.0,0.9982,3.03,0.93,9.8
10.1,0.65,0.37,2.0,0.11,0.0,2.0,1.0026,3.32,0.64,10.4
10.3,0.27,0.24,0.0,0.07200000000000001,1.0,1.0,0.9956,3.22,0.66,12.8
5.8,0.61,0.11,0.0,0.066,1.0,0.0,0.99483,3.55,0.66,10.9
7.2,0.66,0.03,0.0,0.078,1.0,3.0,0.99743,3.53,0.57,9.7
9.6,0.77,0.12,1.0,0.08199999999999999,2.0,2.0,0.99865,3.3,0.64,10.4
5.4,0.835,0.08,0.0,0.046,1.0,3.0,0.9924,3.57,0.85,13.0
9.9,0.35,0.41,0.0,0.083,0.0,2.0,0.9982,3.21,0.5,9.5
8.9,0.48,0.53,1.0,0.101,0.0,0.0,0.99586,3.21,0.59,12.1
8.4,0.62,0.12,0.0,0.07200000000000001,3.0,1.0,0.99504,3.38,0.89,11.8
6.8,0.49,0.22,0.0,0.071,1.0,0.0,0.99438,3.41,0.83,11.3
8.3,0.65,0.1,1.0,0.08900000000000001,1.0,1.0,0.99803,3.29,0.55,9.5
7.8,0.61,0.29,0.0,0.114,0.0,0.0,0.9974,3.26,1.56,9.1
8.8,0.33,0.41,2.0,0.073,0.0,0.0,0.99658,3.3,0.62,12.1
10.6,1.02,0.43,1.0,0.076,2.0,3.0,0.9984,3.08,0.57,10.1
13.3,0.34,0.52,1.0,0.094,1.0,2.0,1.0014,3.05,0.81,9.5
8.2,1.33,0.0,0.0,0.081,0.0,0.0,0.9964,3.53,0.49,10.9
7.1,0.59,0.01,1.0,0.077,1.0,3.0,0.99746,3.55,0.59,9.8
7.7,0.26,0.3,0.0,0.059,1.0,1.0,0.9949,3.29,0.47,10.8
10.1,0.45,0.23,0.0,0.08199999999999999,0.0,0.0,0.99774,3.22,0.65,9.3
7.9,0.65,0.01,1.0,0.078,1.0,1.0,0.9963,3.34,0.74,11.7
6.5,0.61,0.0,0.0,0.095,3.0,2.0,0.99541,3.61,0.7,11.5
7.8,0.53,0.33,0.0,0.08,2.0,4.0,0.99655,3.3,0.6,9.5
10.7,0.43,0.39,0.0,0.106,0.0,1.0,0.9986,2.89,0.5,9.6
6.6,0.88,0.04,0.0,0.066,0.0,0.0,0.99636,3.53,0.56,9.9
8.6,0.37,0.65,2.0,0.08,0.0,0.0,0.99817,3.27,0.58,11.0
6.0,0.51,0.0,0.0,0.064,3.0,2.0,0.995,3.54,0.93,10.7
10.0,0.58,0.22,0.0,0.08,0.0,1.0,0.9974,3.13,0.55,9.5
5.0,0.38,0.01,0.0,0.048,2.0,2.0,0.99084,3.7,0.75,14.0
10.4,0.52,0.45,0.0,0.08,0.0,0.0,0.99774,3.22,0.76,11.4
7.2,0.53,0.14,0.0,0.064,1.0,0.0,0.99323,3.35,0.61,12.1
8.1,0.66,0.22,0.0,0.069,0.0,0.0,0.9968,3.3,1.2,10.3
8.7,0.7,0.24,1.0,0.226,0.0,0.0,0.9991,3.32,0.6,9.0
9.9,0.53,0.57,0.0,0.093,2.0,2.0,0.9971,3.19,0.76,11.6
7.4,0.635,0.1,0.0,0.08,1.0,1.0,0.99736,3.58,0.69,10.8
7.0,0.69,0.07,1.0,0.091,1.0,0.0,0.99572,3.38,0.6,11.3
8.1,0.38,0.48,0.0,0.157,0.0,0.0,0.9976,3.3,1.05,9.4
7.1,0.68,0.07,0.0,0.075,1.0,1.0,0.99685,3.38,0.52,9.5
11.5,0.41,0.52,1.0,0.08,2.0,2.0,1.0001,3.26,0.88,11.0
7.2,0.39,0.44,1.0,0.066,1.0,1.0,0.99494,3.3,0.84,11.5
7.0,0.42,0.19,0.0,0.071,1.0,1.0,0.99476,3.39,0.56,10.9
6.0,0.5,0.04,0.0,0.092,1.0,0.0,0.99647,3.46,0.47,10.0
7.9,0.69,0.21,0.0,0.08,3.0,4.0,0.9962,3.25,0.51,9.9
10.5,0.36,0.47,0.0,0.07400000000000001,0.0,0.0,0.99638,3.23,0.76,12.0
8.8,0.61,0.19,1.0,0.094,2.0,2.0,0.99787,3.22,0.5,10.0
7.1,0.68,0.0,0.0,0.073,0.0,0.0,0.9969,3.48,0.5,9.3
8.3,0.61,0.3,0.0,0.084,0.0,1.0,0.9972,3.4,0.61,10.2
7.5,0.58,0.14,0.0,0.077,2.0,2.0,0.9963,3.28,0.59,9.8
8.2,0.35,0.33,0.0,0.076,0.0,1.0,0.99599,3.27,0.81,11.0
7.5,0.51,0.02,0.0,0.084,1.0,1.0,0.99538,3.36,0.54,10.5
8.4,0.745,0.11,0.0,0.09,1.0,2.0,0.9965,3.19,0.82,9.6
8.4,0.56,0.04,0.0,0.08199999999999999,0.0,0.0,0.9976,3.22,0.44,9.6
9.3,0.38,0.48,1.0,0.132,0.0,0.0,0.99577,3.23,0.57,13.2
7.3,0.305,0.39,0.0,0.059,0.0,0.0,0.99331,3.29,0.52,11.5
7.3,0.69,0.32,0.0,0.069,3.0,3.0,0.99632,3.33,0.51,9.5
6.6,0.725,0.2,3.0,0.073,2.0,3.0,0.9977,3.29,0.54,9.2
5.1,0.42,0.0,0.0,0.044,1.0,3.0,0.99157,3.68,0.73,13.6
6.5,0.53,0.06,0.0,0.063,2.0,1.0,0.99489,3.38,0.83,10.3
6.1,0.4,0.16,0.0,0.069,0.0,0.0,0.9955,3.42,0.74,10.1
7.1,0.6,0.0,0.0,0.07400000000000001,1.0,1.0,0.9972,3.47,0.7,9.9
8.6,0.8,0.11,0.0,0.084,0.0,1.0,0.9979,3.4,0.48,9.9
10.4,0.61,0.49,0.0,0.2,0.0,0.0,0.9994,3.16,0.63,8.4
7.2,0.73,0.02,1.0,0.076,1.0,1.0,0.9972,3.44,0.52,9.3
10.4,0.26,0.48,0.0,0.066,0.0,0.0,0.99724,3.33,0.87,10.9
9.4,0.685,0.26,0.0,0.08199999999999999,2.0,4.0,0.9978,3.28,0.55,9.4
5.3,0.47,0.11,0.0,0.048,1.0,3.0,0.99182,3.54,0.88,13.6
13.2,0.46,0.52,0.0,0.071,0.0,1.0,1.0006,3.1,0.56,9.0
5.6,0.66,0.0,1.0,0.066,0.0,0.0,0.99256,3.52,0.58,12.9
7.7,0.58,0.1,0.0,0.102,2.0,3.0,0.99565,3.08,0.49,9.8
5.6,0.31,0.37,0.0,0.07400000000000001,0.0,3.0,0.9954,3.32,0.58,9.2
11.2,0.5,0.74,2.0,0.1,0.0,0.0,0.9996,3.22,0.62,11.2
7.0,0.62,0.1,0.0,0.071,2.0,2.0,0.996,3.28,0.61,9.2
7.1,0.66,0.0,1.0,0.086,1.0,1.0,0.9976,3.46,0.54,9.5
7.8,0.6,0.26,0.0,0.08,2.0,4.0,0.99622,3.21,0.52,9.9
9.1,0.76,0.68,0.0,0.414,1.0,2.0,0.99652,2.9,1.33,9.1
7.6,0.95,0.03,0.0,0.09,0.0,0.0,0.9959,3.2,0.56,9.6
9.2,0.92,0.24,1.0,0.087,0.0,3.0,0.9998,3.48,0.54,9.8
7.0,0.64,0.02,0.0,0.067,0.0,0.0,0.997,3.47,0.67,9.4
7.0,0.5,0.25,0.0,0.07,0.0,0.0,0.9963,3.25,0.63,9.2
15.6,0.685,0.76,1.0,0.1,0.0,1.0,1.0032,2.95,0.68,11.2
7.8,0.6,0.14,0.0,0.086,0.0,0.0,0.9975,3.42,0.6,10.8
6.4,0.42,0.09,0.0,0.054000000000000006,3.0,2.0,0.99724,3.41,0.68,10.4
10.4,0.64,0.24,1.0,0.105,2.0,2.0,0.9998,3.24,0.67,9.9
7.5,0.52,0.11,0.0,0.079,0.0,1.0,0.9968,3.42,0.58,9.6
8.8,0.6,0.29,0.0,0.098,0.0,0.0,0.9988,3.36,0.49,9.1
9.1,0.25,0.34,0.0,0.071,3.0,2.0,0.99769,3.44,0.86,10.2
9.2,0.755,0.18,0.0,0.14800000000000002,0.0,3.0,0.9969,2.87,1.36,10.2
7.8,0.56,0.19,0.0,0.104,0.0,1.0,0.9964,3.19,0.93,9.5
7.8,0.44,0.28,1.0,0.1,1.0,3.0,0.9966,3.22,0.67,9.4
7.5,0.57,0.02,1.0,0.077,0.0,1.0,0.99557,3.36,0.62,10.8
9.0,0.45,0.49,1.0,0.084,1.0,2.0,0.9987,3.35,0.57,9.7
10.1,0.27,0.54,0.0,0.065,0.0,0.0,0.99531,3.17,0.53,12.5
8.8,0.3,0.38,0.0,0.06,1.0,2.0,0.99543,3.39,0.72,11.8
8.9,0.43,0.45,0.0,0.052000000000000005,0.0,0.0,0.9948,3.35,0.7,12.5
7.5,0.59,0.22,0.0,0.08199999999999999,3.0,2.0,0.99499,3.1,0.42,9.2
10.3,0.5,0.42,0.0,0.069,1.0,1.0,0.9982,3.16,0.72,11.5
15.0,0.21,0.44,0.0,0.075,0.0,0.0,1.00005,3.07,0.84,9.2
7.8,0.34,0.37,0.0,0.08199999999999999,2.0,2.0,0.9964,3.34,0.59,9.4
7.2,0.38,0.31,0.0,0.056,1.0,0.0,0.99472,3.23,0.76,11.3
8.4,0.25,0.39,0.0,0.041,0.0,0.0,0.99386,3.27,0.71,12.5
6.6,0.5,0.0,0.0,0.062,1.0,0.0,0.99352,3.44,0.55,12.3
8.2,0.51,0.24,0.0,0.079,1.0,3.0,0.99764,3.34,0.64,9.5
8.4,0.39,0.1,0.0,0.075,0.0,0.0,0.99581,3.09,0.43,9.7
8.8,0.42,0.21,1.0,0.092,3.0,3.0,0.99823,3.19,0.52,9.2
6.9,0.58,0.01,0.0,0.08,3.0,2.0,0.99683,3.4,0.73,9.7
5.6,0.5,0.09,0.0,0.049,1.0,3.0,0.9937,3.63,0.63,13.0
6.2,0.45,0.2,0.0,0.069,0.0,0.0,0.9958,3.41,0.56,9.2
7.6,0.9,0.06,1.0,0.079,0.0,0.0,0.9967,3.39,0.56,9.8
6.8,0.5,0.11,0.0,0.075,1.0,1.0,0.99545,3.36,0.79,9.5
7.1,0.61,0.02,1.0,0.081,1.0,3.0,0.99745,3.48,0.6,9.7
8.3,0.78,0.1,1.0,0.081,3.0,3.0,0.9983,3.48,0.53,10.0
5.4,0.74,0.09,0.0,0.08900000000000001,1.0,0.0,0.99402,3.67,0.56,11.6
8.7,0.69,0.31,1.0,0.086,2.0,3.0,1.0002,3.48,0.74,11.6
10.3,0.43,0.44,0.0,0.214,0.0,0.0,0.9994,3.19,0.63,9.5
7.1,0.43,0.42,2.0,0.07,2.0,4.0,0.9973,3.42,0.72,10.5
9.2,0.54,0.31,0.0,0.112,0.0,1.0,0.99699,3.24,0.56,10.9
8.8,0.24,0.35,0.0,0.055,1.0,0.0,0.99394,3.14,0.59,11.3
7.7,0.935,0.43,0.0,0.114,1.0,4.0,0.997,3.25,0.73,9.2
10.6,0.83,0.37,1.0,0.086,2.0,2.0,0.9981,3.16,0.52,9.9
6.7,0.7,0.08,1.0,0.067,0.0,0.0,0.99334,3.43,0.52,12.6
7.7,0.57,0.21,0.0,0.069,0.0,0.0,0.99458,3.16,0.54,9.8
7.1,0.27,0.6,0.0,0.07400000000000001,1.0,0.0,0.99814,3.38,0.72,10.6
9.5,0.86,0.26,0.0,0.079,1.0,0.0,0.99712,3.25,0.62,10.0
6.6,0.855,0.02,0.0,0.062,1.0,0.0,0.99627,3.54,0.6,11.0
7.1,0.22,0.49,0.0,0.039,0.0,0.0,0.99344,3.39,0.56,12.4
7.3,0.65,0.0,0.0,0.065,1.0,0.0,0.9946,3.39,0.47,10.0
6.9,0.63,0.01,0.0,0.076,1.0,1.0,0.99522,3.34,0.53,10.8
6.8,0.69,0.0,2.0,0.124,1.0,2.0,0.9997,3.46,0.72,10.2
6.8,0.59,0.06,2.0,0.06,0.0,0.0,0.9962,3.41,0.59,10.8
12.5,0.46,0.49,2.0,0.07,2.0,1.0,0.9981,3.05,0.57,9.6
11.9,0.43,0.66,1.0,0.109,0.0,0.0,1.0,3.15,0.85,10.4
8.2,0.57,0.26,0.0,0.06,2.0,2.0,0.9959,3.3,0.43,10.1
9.1,0.52,0.33,0.0,0.07,0.0,0.0,0.9978,3.24,0.6,9.3
6.4,0.57,0.14,1.0,0.07,2.0,2.0,0.99669,3.32,0.48,9.2
10.4,0.24,0.49,0.0,0.075,0.0,0.0,0.9977,3.18,1.06,11.0
7.3,0.585,0.18,0.0,0.078,1.0,2.0,0.99638,3.31,0.54,9.8
7.3,0.43,0.24,1.0,0.078,2.0,2.0,0.99648,3.6,0.59,11.1
9.8,0.44,0.47,1.0,0.063,0.0,0.0,0.9981,3.24,0.65,10.8
9.5,0.46,0.49,2.0,0.064,0.0,0.0,0.9988,3.21,0.73,11.0
12.4,0.35,0.49,1.0,0.079,2.0,2.0,0.9994,3.12,0.75,10.4
10.5,0.59,0.49,0.0,0.07,1.0,1.0,0.9991,3.3,0.56,9.6
8.6,0.33,0.4,1.0,0.083,1.0,2.0,0.99782,3.3,0.48,9.4
8.2,0.78,0.0,0.0,0.08900000000000001,1.0,0.0,0.9978,3.37,0.46,9.6
9.3,0.37,0.44,0.0,0.038,1.0,1.0,0.99526,3.24,0.81,10.8
6.0,0.31,0.47,1.0,0.067,1.0,1.0,0.99549,3.39,0.66,11.0
8.0,0.18,0.37,0.0,0.049,3.0,3.0,0.99007,2.89,0.44,12.7
7.8,0.48,0.68,0.0,0.415,1.0,1.0,0.99656,3.09,1.06,9.1
11.1,0.31,0.53,0.0,0.06,0.0,0.0,0.99572,3.02,0.83,10.9
8.9,0.12,0.45,0.0,0.075,0.0,0.0,0.99552,3.41,0.76,11.9
10.7,0.43,0.39,0.0,0.106,0.0,1.0,0.9986,2.89,0.5,9.6
8.7,0.41,0.41,2.0,0.078,2.0,1.0,0.9953,3.24,0.77,12.6
9.5,0.59,0.44,0.0,0.071,1.0,2.0,0.9992,3.46,0.63,9.5
7.0,0.65,0.02,0.0,0.066,0.0,0.0,0.9972,3.47,0.67,9.5
7.1,0.59,0.01,0.0,0.08,2.0,1.0,0.9955,3.42,0.58,10.7
7.2,0.58,0.03,0.0,0.077,0.0,0.0,0.99568,3.35,0.52,10.0
8.6,0.55,0.09,1.0,0.068,0.0,0.0,0.99735,3.23,0.44,10.0
11.6,0.41,0.54,0.0,0.095,1.0,1.0,0.99735,3.02,0.76,9.9
7.5,0.77,0.2,3.0,0.098,2.0,3.0,0.99892,3.2,0.58,9.2
11.0,0.3,0.58,0.0,0.054000000000000006,0.0,0.0,0.998,3.31,0.88,10.5
8.2,0.26,0.34,1.0,0.073,1.0,1.0,0.99594,3.4,0.78,11.3
11.3,0.36,0.66,0.0,0.123,0.0,0.0,0.99642,3.2,0.53,11.9
7.1,0.35,0.29,1.0,0.096,1.0,2.0,0.9962,3.42,0.65,11.0
11.9,0.39,0.69,1.0,0.095,1.0,1.0,0.9994,3.1,0.61,10.8
13.0,0.47,0.49,2.0,0.085,0.0,1.0,1.0021,3.3,0.68,12.7
12.9,0.5,0.55,1.0,0.07200000000000001,0.0,0.0,1.00012,3.09,0.68,10.9
11.5,0.54,0.71,2.0,0.124,0.0,0.0,0.9984,3.01,0.83,11.8
9.0,0.39,0.4,0.0,0.044,2.0,1.0,0.99478,3.2,0.83,10.9
6.7,0.41,0.43,1.0,0.076,1.0,2.0,0.99572,3.42,1.16,10.6
7.1,0.735,0.16,0.0,0.1,1.0,2.0,0.9966,3.27,0.64,9.3
10.1,0.38,0.5,0.0,0.104,0.0,0.0,0.99643,3.22,0.65,11.6
9.9,0.44,0.46,0.0,0.091,0.0,1.0,0.99638,3.18,0.69,11.9
10.2,0.23,0.37,0.0,0.057,1.0,1.0,0.99614,3.23,0.49,9.3
8.4,0.6,0.1,0.0,0.085,1.0,3.0,0.9964,3.15,0.66,9.8
7.3,0.45,0.36,2.0,0.07400000000000001,0.0,3.0,0.9978,3.33,0.83,10.5
7.1,0.71,0.0,0.0,0.08,1.0,1.0,0.9972,3.47,0.55,9.4
6.6,0.52,0.04,0.0,0.069,0.0,0.0,0.9956,3.4,0.63,9.4
7.6,0.51,0.15,1.0,0.11,3.0,2.0,0.9955,3.17,0.63,10.2
5.1,0.585,0.0,0.0,0.044,1.0,3.0,0.99264,3.56,0.94,12.9
6.0,0.5,0.0,0.0,0.057,1.0,0.0,0.99448,3.36,0.45,9.5
10.0,0.69,0.11,0.0,0.084,0.0,0.0,0.99578,2.88,0.47,9.7
7.2,0.645,0.0,0.0,0.097,1.0,1.0,0.99675,3.37,0.58,9.2
6.9,0.36,0.25,0.0,0.098,0.0,0.0,0.9964,3.41,0.6,10.1
7.2,0.36,0.46,0.0,0.07400000000000001,2.0,1.0,0.99534,3.4,0.85,11.0
7.7,0.54,0.26,0.0,0.08900000000000001,2.0,4.0,0.99636,3.26,0.59,9.7
7.4,0.6,0.26,0.0,0.083,1.0,3.0,0.99616,3.29,0.56,9.8
8.2,0.4,0.44,1.0,0.08900000000000001,0.0,1.0,0.9975,3.53,0.61,10.5
10.9,0.39,0.47,0.0,0.118,0.0,0.0,0.9982,3.3,0.75,9.8
9.1,0.795,0.0,1.0,0.096,0.0,0.0,0.9994,3.35,0.83,9.4
9.1,0.68,0.11,1.0,0.093,0.0,1.0,0.99888,3.31,0.55,9.5
12.0,0.39,0.66,1.0,0.093,0.0,0.0,0.9996,3.18,0.63,10.8
10.7,0.67,0.22,1.0,0.107,1.0,1.0,1.0004,3.28,0.98,9.9
9.8,0.45,0.38,1.0,0.081,3.0,2.0,0.99726,3.15,0.58,9.8
7.2,0.34,0.24,0.0,0.071,2.0,2.0,0.99576,3.44,0.58,10.1
6.3,0.47,0.0,0.0,0.055,2.0,1.0,0.9922,3.45,0.48,12.3
9.8,0.5,0.34,0.0,0.094,0.0,1.0,0.99864,3.24,0.6,9.7
8.3,0.3,0.49,1.0,0.09,0.0,0.0,0.99498,3.27,0.64,12.1
