fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.6,0.33,0.4,0.0,0.041,1.0,0.0,0.98916,3.11,0.39,13.3
6.6,0.21,0.3,2.0,0.041,2.0,2.0,0.995,3.07,0.5,10.1
6.4,0.14,0.28,2.0,0.057,0.0,0.0,0.99425,3.26,0.36,10.0
6.6,0.33,0.41,0.0,0.027000000000000003,0.0,0.0,0.99063,3.27,0.63,12.4
6.7,0.14,0.46,0.0,0.036000000000000004,0.0,0.0,0.99264,3.37,0.49,10.9
6.0,0.21,0.29,3.0,0.042,0.0,1.0,0.99936,3.39,0.45,8.6
6.4,0.35,0.2,1.0,0.034,0.0,1.0,0.9944,3.33,0.43,10.1
6.9,0.41,0.22,1.0,0.031,0.0,0.0,0.993,3.0,0.86,11.6
7.2,0.25,0.32,0.0,0.054000000000000006,0.0,0.0,0.99154,3.17,0.48,11.1
6.6,0.4,0.46,1.0,0.056,1.0,3.0,0.9968,3.5,0.6,9.9
8.1,0.2,0.3,0.0,0.036000000000000004,0.0,0.0,0.99242,2.99,0.73,10.3
7.7,0.25,0.49,0.0,0.047,1.0,2.0,0.99252,3.07,0.57,10.6
6.5,0.19,0.32,0.0,0.04,1.0,1.0,0.9922,3.36,0.54,10.8
6.6,0.32,0.22,4.0,0.046,1.0,1.0,0.9979,3.22,0.67,10.4
7.8,0.3,0.74,0.0,0.033,1.0,2.0,0.991,3.29,0.52,12.8
6.6,0.27,0.33,0.0,0.042,0.0,2.0,0.99215,3.29,0.46,10.7
5.9,0.29,0.25,3.0,0.057,1.0,3.0,0.9981,3.23,0.41,9.0
6.8,0.33,0.3,0.0,0.047,1.0,2.0,0.9886,3.24,0.56,13.4
5.6,0.19,0.27,0.0,0.04,2.0,0.0,0.99026,3.5,0.39,11.2
8.2,0.68,0.3,0.0,0.047,0.0,1.0,0.995,3.22,0.71,10.8
7.3,0.29,0.29,1.0,0.029,0.0,2.0,0.9931,3.07,0.26,10.6
6.4,0.22,0.32,2.0,0.029,1.0,1.0,0.9948,3.4,0.39,10.2
6.5,0.24,0.39,4.0,0.052000000000000005,0.0,1.0,0.99888,3.11,0.47,9.2
6.9,0.25,0.26,1.0,0.024,1.0,1.0,0.9948,3.16,0.72,10.7
6.8,0.27,0.49,0.0,0.044,1.0,1.0,0.99,3.13,0.48,12.1
7.7,0.38,0.4,0.0,0.038,0.0,2.0,0.9906,3.18,0.32,12.9
7.2,0.24,0.29,0.0,0.037000000000000005,1.0,0.0,0.992,3.27,0.64,11.0
6.4,0.23,0.33,0.0,0.044,0.0,3.0,0.992,3.33,0.44,11.0
6.8,0.22,0.37,4.0,0.051,2.0,2.0,0.99935,3.4,0.85,9.3
6.5,0.22,0.25,4.0,0.05,1.0,1.0,1.0001,3.3,0.37,8.8
7.8,0.18,0.46,3.0,0.042,1.0,1.0,1.0,3.24,0.76,8.5
6.5,0.36,0.28,0.0,0.037000000000000005,0.0,1.0,0.9908,3.25,0.65,12.4
6.8,0.21,0.36,4.0,0.046,1.0,1.0,1.0,3.27,0.48,8.8
7.2,0.32,0.47,1.0,0.044,0.0,0.0,0.991,3.03,0.41,12.6
6.6,0.56,0.22,2.0,0.034,0.0,1.0,0.99675,3.2,0.51,9.1
6.3,0.27,0.23,0.0,0.047,0.0,0.0,0.9936,3.28,0.43,9.8
5.6,0.185,0.19,1.0,0.048,1.0,1.0,0.99438,3.26,0.41,9.5
7.3,0.34,0.22,0.0,0.044,1.0,2.0,0.99286,3.14,0.46,9.9
7.3,0.23,0.24,0.0,0.031,0.0,0.0,0.98926,2.9,0.38,12.2
6.0,0.27,0.3,3.0,0.044,0.0,1.0,0.99666,3.12,0.53,10.3
6.7,0.33,0.36,1.0,0.042,1.0,1.0,0.99123,2.97,0.31,12.2
7.5,0.32,0.37,0.0,0.048,0.0,2.0,0.9938,3.09,0.43,9.3
6.6,0.28,0.28,2.0,0.052000000000000005,2.0,3.0,0.9962,3.09,0.55,8.9
6.8,0.38,0.29,2.0,0.037000000000000005,1.0,2.0,0.99326,3.11,0.37,11.5
6.6,0.78,0.5,0.0,0.045,1.0,1.0,0.99104,3.25,0.48,11.7
6.1,0.3,0.56,0.0,0.046,1.0,2.0,0.9924,3.31,0.57,10.9
6.8,0.45,0.3,3.0,0.094,0.0,0.0,0.997,3.09,0.44,9.6
6.6,0.905,0.19,0.0,0.048,0.0,3.0,0.9934,3.34,0.56,10.0
6.6,0.26,0.21,0.0,0.026,1.0,1.0,0.99089,3.22,0.38,11.3
6.9,0.15,0.28,1.0,0.029,0.0,1.0,0.99347,3.24,0.46,10.4
6.3,0.13,0.42,0.0,0.043,2.0,2.0,0.99066,3.13,0.72,11.2
6.7,0.24,0.3,1.0,0.042,2.0,2.0,0.99189,3.04,0.59,11.3
7.4,0.21,0.3,2.0,0.039,0.0,1.0,0.9942,2.96,0.34,10.4
5.0,0.235,0.27,3.0,0.03,1.0,1.0,0.9954,3.07,0.5,9.4
6.9,0.615,0.42,3.0,0.067,0.0,1.0,0.99727,3.19,0.34,9.3
5.9,0.23,0.3,3.0,0.054000000000000006,2.0,2.0,0.9972,3.28,0.39,9.4
6.6,0.43,0.24,3.0,0.04,2.0,2.0,0.99622,3.14,0.54,9.8
6.6,0.29,0.44,2.0,0.053,2.0,2.0,0.99685,3.02,0.45,8.9
6.3,0.38,0.17,2.0,0.08,1.0,3.0,0.99803,3.47,0.66,9.4
8.9,0.34,0.32,0.0,0.041,0.0,3.0,0.9953,3.17,0.49,9.5
9.0,0.2,0.33,0.0,0.049,0.0,0.0,0.9944,3.14,0.36,9.8
7.1,0.15,0.34,1.0,0.034,1.0,0.0,0.9953,3.37,0.52,9.3
6.7,0.24,0.41,2.0,0.036000000000000004,0.0,2.0,0.9952,3.22,0.62,9.9
7.7,0.32,0.62,2.0,0.036000000000000004,2.0,2.0,0.9978,3.13,0.44,8.9
7.1,0.24,0.41,4.0,0.046,1.0,2.0,0.9998,3.32,0.39,8.7
7.5,0.17,0.44,3.0,0.046,2.0,2.0,0.997,3.17,0.45,10.0
6.1,0.38,0.14,1.0,0.06,0.0,1.0,0.99344,3.07,0.34,9.2
7.4,0.35,0.2,3.0,0.054000000000000006,2.0,3.0,0.99888,3.11,0.5,8.9
7.9,0.18,0.37,0.0,0.04,0.0,0.0,0.992,3.18,0.63,10.8
5.9,0.18,0.28,1.0,0.039,1.0,1.0,0.99165,3.16,0.44,11.3
7.0,0.29,0.49,1.0,0.047,1.0,1.0,0.9938,2.95,0.4,9.4
7.4,0.19,0.31,3.0,0.045,1.0,3.0,0.9986,3.1,0.5,9.2
7.4,0.21,0.3,2.0,0.047,0.0,1.0,0.9941,3.12,0.35,10.5
6.4,0.16,0.37,0.0,0.037000000000000005,0.0,1.0,0.99345,3.38,0.5,9.8
5.9,0.62,0.28,0.0,0.039,2.0,2.0,0.9907,3.44,0.44,12.0
7.8,0.26,0.27,0.0,0.051,2.0,3.0,0.9928,3.23,0.5,10.9
6.8,0.26,0.43,3.0,0.045,2.0,3.0,0.9969,3.26,0.55,9.5
7.0,0.22,0.26,0.0,0.036000000000000004,1.0,1.0,0.99078,3.34,0.41,12.0
5.9,0.26,0.4,0.0,0.047,0.0,1.0,0.9945,3.45,0.53,10.4
7.5,0.18,0.37,1.0,0.05,0.0,1.0,0.99546,3.2,0.55,10.5
7.4,0.17,0.4,1.0,0.037000000000000005,1.0,2.0,0.9935,3.05,0.62,11.5
7.5,0.28,0.41,0.0,0.044,0.0,1.0,0.99293,3.28,0.45,10.3
6.2,0.2,0.26,0.0,0.093,1.0,2.0,0.9924,3.44,0.66,11.0
6.6,0.25,0.33,2.0,0.042,0.0,1.0,0.99546,3.28,0.6,10.4
7.9,0.17,0.32,0.0,0.053,1.0,2.0,0.9948,3.29,0.76,9.6
6.7,0.29,0.45,3.0,0.054000000000000006,1.0,2.0,0.99869,3.14,0.57,9.1
5.5,0.12,0.33,0.0,0.038,0.0,1.0,0.99164,3.25,0.45,9.8
6.6,0.16,0.29,0.0,0.05,1.0,2.0,0.9912,3.06,0.44,11.4
6.6,0.25,0.51,2.0,0.047,2.0,3.0,0.99604,3.22,0.49,9.2
6.8,0.18,0.37,0.0,0.027000000000000003,1.0,0.0,0.992,3.3,0.45,10.8
4.8,0.34,0.0,1.0,0.028,1.0,2.0,0.9939,3.36,0.61,9.9
7.8,0.43,0.49,3.0,0.033,1.0,2.0,0.9955,3.14,0.35,11.3
6.6,0.36,0.52,3.0,0.046,0.0,1.0,0.9966,3.07,0.46,9.4
6.3,0.17,0.42,0.0,0.028,1.0,1.0,0.9908,3.27,0.43,11.8
5.9,0.27,0.27,1.0,0.035,0.0,0.0,0.99058,3.1,0.33,11.8
5.8,0.38,0.26,0.0,0.058,0.0,1.0,0.99271,3.27,0.43,9.7
6.5,0.22,0.27,0.0,0.039,1.0,1.0,0.99178,3.38,0.57,11.0
5.8,0.23,0.31,0.0,0.044,1.0,2.0,0.98998,3.19,0.37,12.1
8.1,0.28,0.34,0.0,0.035,0.0,1.0,0.99232,3.14,0.5,9.8
6.9,0.31,0.32,0.0,0.024,0.0,2.0,0.99208,3.05,0.54,9.8
6.9,0.21,0.81,0.0,0.13699999999999998,2.0,1.0,0.9932,3.03,0.39,9.2
6.3,0.25,0.27,1.0,0.054000000000000006,1.0,2.0,0.99378,3.2,0.48,10.3
7.1,0.2,0.27,2.0,0.037000000000000005,0.0,0.0,0.99444,3.04,0.37,10.5
6.0,0.28,0.24,4.0,0.047,1.0,1.0,0.99896,3.1,0.45,8.9
6.2,0.23,0.36,4.0,0.039,1.0,1.0,0.99946,3.23,0.43,8.8
6.3,0.19,0.28,0.0,0.022,0.0,2.0,0.9907,3.2,0.64,11.4
5.6,0.28,0.28,1.0,0.044,2.0,2.0,0.992,3.35,0.44,10.7
5.7,0.4,0.35,1.0,0.026,0.0,1.0,0.99052,3.18,0.67,12.4
8.2,0.27,0.43,0.0,0.035,1.0,1.0,0.9916,3.1,0.5,12.3
7.1,0.23,0.24,1.0,0.039,2.0,3.0,0.9948,3.19,0.78,10.0
6.5,0.13,0.37,0.0,0.036000000000000004,1.0,1.0,0.9911,3.41,0.51,11.5
7.1,0.22,0.33,0.0,0.033,1.0,2.0,0.9899,3.15,0.38,12.7
7.1,0.43,0.61,3.0,0.045,2.0,2.0,0.9974,3.11,0.45,8.7
7.1,0.44,0.62,3.0,0.044,2.0,2.0,0.9975,3.12,0.46,8.7
6.5,0.29,0.3,2.0,0.051,0.0,2.0,0.99339,3.24,0.56,11.333333333333302
7.4,0.19,0.3,3.0,0.053,1.0,3.0,0.9986,3.14,0.49,9.1
7.4,0.155,0.34,0.0,0.045,2.0,3.0,0.9934,3.18,0.61,9.9
9.8,0.36,0.45,0.0,0.042,0.0,1.0,0.9944,2.93,0.46,10.8
6.6,0.17,0.28,0.0,0.042,2.0,2.0,0.99204,3.15,0.42,10.2
7.5,0.27,0.31,4.0,0.051,1.0,2.0,0.999,3.09,0.64,10.2
5.8,0.25,0.26,3.0,0.051,1.0,2.0,0.9972,3.29,0.38,9.3
7.8,0.49,0.49,1.0,0.043,0.0,2.0,0.9952,3.21,0.33,10.0
6.9,0.3,0.3,0.0,0.053,0.0,2.0,0.99361,3.29,0.54,9.9
7.0,0.22,0.28,0.0,0.037000000000000005,0.0,1.0,0.9927,3.11,0.55,10.5
6.7,0.23,0.39,0.0,0.172,2.0,2.0,0.9937,3.11,0.36,9.4
6.8,0.28,0.44,2.0,0.031,1.0,1.0,0.9946,3.16,0.36,10.4
6.4,0.2,0.28,0.0,0.032,0.0,0.0,0.99168,3.31,0.55,11.5
5.3,0.36,0.27,1.0,0.028,1.0,1.0,0.99186,3.37,0.4,11.6
7.4,0.26,0.32,1.0,0.032,0.0,3.0,0.99134,3.1,0.67,12.5
8.5,0.28,0.34,3.0,0.041,1.0,2.0,0.9981,3.13,0.4,9.9
6.6,0.14,0.44,0.0,0.042,1.0,1.0,0.993,3.32,0.51,10.2
8.8,0.36,0.44,0.0,0.04,0.0,1.0,0.9953,3.19,0.48,9.9
7.9,0.21,0.39,0.0,0.057,0.0,1.0,0.99176,3.05,0.52,10.9
7.3,0.24,0.39,1.0,0.024,1.0,1.0,0.9928,3.17,0.51,10.9
7.0,0.28,0.32,2.0,0.032,1.0,1.0,0.99158,3.12,0.64,12.8
7.1,0.26,0.34,3.0,0.067,1.0,3.0,0.9986,3.07,0.53,9.1
7.6,0.19,0.42,0.0,0.044,0.0,1.0,0.9914,3.04,0.74,12.8
5.9,0.19,0.37,0.0,0.027000000000000003,0.0,0.0,0.9897,3.09,0.31,10.8
5.2,0.155,0.33,0.0,0.028,0.0,0.0,0.98975,3.3,0.84,11.9
6.2,0.35,0.2,4.0,0.069,1.0,2.0,0.99908,3.15,0.5,8.8
6.1,0.36,0.33,0.0,0.05,0.0,2.0,0.9927,3.15,0.78,9.5
6.3,0.2,0.26,3.0,0.046,2.0,1.0,0.99526,3.26,0.35,10.8
7.7,0.2,0.44,3.0,0.05,1.0,1.0,0.99855,3.11,0.48,10.0
5.9,0.25,0.25,3.0,0.052000000000000005,1.0,2.0,0.997,3.24,0.44,9.5
7.4,0.19,0.3,3.0,0.053,1.0,3.0,0.9986,3.14,0.49,9.1
7.8,0.3,0.37,0.0,0.051,0.0,0.0,0.9941,3.32,0.62,10.0
5.6,0.35,0.37,0.0,0.038,0.0,0.0,0.9902,3.37,0.34,11.4
7.3,0.28,0.36,3.0,0.04,1.0,1.0,0.998,3.3,0.79,9.6
8.3,0.22,0.34,0.0,0.043,0.0,1.0,0.9927,3.0,0.47,10.2
6.6,0.36,0.52,2.0,0.05,0.0,1.0,0.99628,3.07,0.4,9.4
6.1,0.6,0.12,0.0,0.05,0.0,0.0,0.99268,3.42,0.48,10.4
6.1,0.105,0.31,0.0,0.037000000000000005,2.0,2.0,0.9912,3.41,0.41,11.1
8.0,0.27,0.57,2.0,0.053,0.0,1.0,0.99732,3.12,0.68,9.0
7.0,0.16,0.3,0.0,0.043,1.0,0.0,0.99047,2.88,0.47,11.2
7.7,0.28,0.29,1.0,0.041,0.0,2.0,0.9952,3.44,0.6,10.5
7.7,0.24,0.29,4.0,0.044,1.0,3.0,0.9982,3.06,0.47,9.6
6.4,0.105,0.29,0.0,0.035,1.0,1.0,0.99142,3.17,0.55,10.7
5.4,0.31,0.47,0.0,0.053,1.0,1.0,0.9931,3.29,0.76,10.0
7.8,0.32,0.31,0.0,0.036000000000000004,1.0,3.0,0.993,3.03,0.48,10.5
